date,month#,DofM,year,month,mmm-yy,week,quarter,day
2/17/2018,2,17,2018,Feb,Feb-18,7,Q1,Sat
2/18/2018,2,18,2018,Feb,Feb-18,8,Q1,Sun
2/19/2018,2,19,2018,Feb,Feb-18,8,Q1,Mon
2/20/2018,2,20,2018,Feb,Feb-18,8,Q1,Tue
2/21/2018,2,21,2018,Feb,Feb-18,8,Q1,Wed
2/22/2018,2,22,2018,Feb,Feb-18,8,Q1,Thu
2/23/2018,2,23,2018,Feb,Feb-18,8,Q1,Fri
2/24/2018,2,24,2018,Feb,Feb-18,8,Q1,Sat
2/25/2018,2,25,2018,Feb,Feb-18,9,Q1,Sun
2/26/2018,2,26,2018,Feb,Feb-18,9,Q1,Mon
2/27/2018,2,27,2018,Feb,Feb-18,9,Q1,Tue
2/28/2018,2,28,2018,Feb,Feb-18,9,Q1,Wed
3/1/2018,3,1,2018,Mar,Mar-18,9,Q1,Thu
3/2/2018,3,2,2018,Mar,Mar-18,9,Q1,Fri
3/3/2018,3,3,2018,Mar,Mar-18,9,Q1,Sat
3/4/2018,3,4,2018,Mar,Mar-18,10,Q1,Sun
3/5/2018,3,5,2018,Mar,Mar-18,10,Q1,Mon
3/6/2018,3,6,2018,Mar,Mar-18,10,Q1,Tue
3/7/2018,3,7,2018,Mar,Mar-18,10,Q1,Wed
3/8/2018,3,8,2018,Mar,Mar-18,10,Q1,Thu
3/9/2018,3,9,2018,Mar,Mar-18,10,Q1,Fri
3/10/2018,3,10,2018,Mar,Mar-18,10,Q1,Sat
3/11/2018,3,11,2018,Mar,Mar-18,11,Q1,Sun
3/12/2018,3,12,2018,Mar,Mar-18,11,Q1,Mon
3/13/2018,3,13,2018,Mar,Mar-18,11,Q1,Tue
3/14/2018,3,14,2018,Mar,Mar-18,11,Q1,Wed
3/15/2018,3,15,2018,Mar,Mar-18,11,Q1,Thu
3/16/2018,3,16,2018,Mar,Mar-18,11,Q1,Fri
3/17/2018,3,17,2018,Mar,Mar-18,11,Q1,Sat
3/18/2018,3,18,2018,Mar,Mar-18,12,Q1,Sun
3/19/2018,3,19,2018,Mar,Mar-18,12,Q1,Mon
3/20/2018,3,20,2018,Mar,Mar-18,12,Q1,Tue
3/21/2018,3,21,2018,Mar,Mar-18,12,Q1,Wed
3/22/2018,3,22,2018,Mar,Mar-18,12,Q1,Thu
3/23/2018,3,23,2018,Mar,Mar-18,12,Q1,Fri
3/24/2018,3,24,2018,Mar,Mar-18,12,Q1,Sat
3/25/2018,3,25,2018,Mar,Mar-18,13,Q1,Sun
3/26/2018,3,26,2018,Mar,Mar-18,13,Q1,Mon
3/27/2018,3,27,2018,Mar,Mar-18,13,Q1,Tue
3/28/2018,3,28,2018,Mar,Mar-18,13,Q1,Wed
3/29/2018,3,29,2018,Mar,Mar-18,13,Q1,Thu
3/30/2018,3,30,2018,Mar,Mar-18,13,Q1,Fri
3/31/2018,3,31,2018,Mar,Mar-18,13,Q1,Sat
4/1/2018,4,1,2018,Apr,Apr-18,14,Q2,Sun
4/2/2018,4,2,2018,Apr,Apr-18,14,Q2,Mon
4/3/2018,4,3,2018,Apr,Apr-18,14,Q2,Tue
4/4/2018,4,4,2018,Apr,Apr-18,14,Q2,Wed
4/5/2018,4,5,2018,Apr,Apr-18,14,Q2,Thu
4/6/2018,4,6,2018,Apr,Apr-18,14,Q2,Fri
4/7/2018,4,7,2018,Apr,Apr-18,14,Q2,Sat
4/8/2018,4,8,2018,Apr,Apr-18,15,Q2,Sun
4/9/2018,4,9,2018,Apr,Apr-18,15,Q2,Mon
4/10/2018,4,10,2018,Apr,Apr-18,15,Q2,Tue
4/11/2018,4,11,2018,Apr,Apr-18,15,Q2,Wed
4/12/2018,4,12,2018,Apr,Apr-18,15,Q2,Thu
4/13/2018,4,13,2018,Apr,Apr-18,15,Q2,Fri
4/14/2018,4,14,2018,Apr,Apr-18,15,Q2,Sat
4/15/2018,4,15,2018,Apr,Apr-18,16,Q2,Sun
4/16/2018,4,16,2018,Apr,Apr-18,16,Q2,Mon
4/17/2018,4,17,2018,Apr,Apr-18,16,Q2,Tue
4/18/2018,4,18,2018,Apr,Apr-18,16,Q2,Wed
4/19/2018,4,19,2018,Apr,Apr-18,16,Q2,Thu
4/20/2018,4,20,2018,Apr,Apr-18,16,Q2,Fri
4/21/2018,4,21,2018,Apr,Apr-18,16,Q2,Sat
4/22/2018,4,22,2018,Apr,Apr-18,17,Q2,Sun
4/23/2018,4,23,2018,Apr,Apr-18,17,Q2,Mon
4/24/2018,4,24,2018,Apr,Apr-18,17,Q2,Tue
4/25/2018,4,25,2018,Apr,Apr-18,17,Q2,Wed
4/26/2018,4,26,2018,Apr,Apr-18,17,Q2,Thu
4/27/2018,4,27,2018,Apr,Apr-18,17,Q2,Fri
4/28/2018,4,28,2018,Apr,Apr-18,17,Q2,Sat
4/29/2018,4,29,2018,Apr,Apr-18,18,Q2,Sun
4/30/2018,4,30,2018,Apr,Apr-18,18,Q2,Mon
5/1/2018,5,1,2018,May,May-18,18,Q2,Tue
5/2/2018,5,2,2018,May,May-18,18,Q2,Wed
5/3/2018,5,3,2018,May,May-18,18,Q2,Thu
5/4/2018,5,4,2018,May,May-18,18,Q2,Fri
5/5/2018,5,5,2018,May,May-18,18,Q2,Sat
5/6/2018,5,6,2018,May,May-18,19,Q2,Sun
5/7/2018,5,7,2018,May,May-18,19,Q2,Mon
5/8/2018,5,8,2018,May,May-18,19,Q2,Tue
5/9/2018,5,9,2018,May,May-18,19,Q2,Wed
5/10/2018,5,10,2018,May,May-18,19,Q2,Thu
5/11/2018,5,11,2018,May,May-18,19,Q2,Fri
5/12/2018,5,12,2018,May,May-18,19,Q2,Sat
5/13/2018,5,13,2018,May,May-18,20,Q2,Sun
5/14/2018,5,14,2018,May,May-18,20,Q2,Mon
5/15/2018,5,15,2018,May,May-18,20,Q2,Tue
5/16/2018,5,16,2018,May,May-18,20,Q2,Wed
5/17/2018,5,17,2018,May,May-18,20,Q2,Thu
5/18/2018,5,18,2018,May,May-18,20,Q2,Fri
5/19/2018,5,19,2018,May,May-18,20,Q2,Sat
5/20/2018,5,20,2018,May,May-18,21,Q2,Sun
5/21/2018,5,21,2018,May,May-18,21,Q2,Mon
5/22/2018,5,22,2018,May,May-18,21,Q2,Tue
5/23/2018,5,23,2018,May,May-18,21,Q2,Wed
5/24/2018,5,24,2018,May,May-18,21,Q2,Thu
5/25/2018,5,25,2018,May,May-18,21,Q2,Fri
5/26/2018,5,26,2018,May,May-18,21,Q2,Sat
5/27/2018,5,27,2018,May,May-18,22,Q2,Sun
5/28/2018,5,28,2018,May,May-18,22,Q2,Mon
5/29/2018,5,29,2018,May,May-18,22,Q2,Tue
5/30/2018,5,30,2018,May,May-18,22,Q2,Wed
5/31/2018,5,31,2018,May,May-18,22,Q2,Thu
6/1/2018,6,1,2018,Jun,Jun-18,22,Q2,Fri
6/2/2018,6,2,2018,Jun,Jun-18,22,Q2,Sat
6/3/2018,6,3,2018,Jun,Jun-18,23,Q2,Sun
6/4/2018,6,4,2018,Jun,Jun-18,23,Q2,Mon
6/5/2018,6,5,2018,Jun,Jun-18,23,Q2,Tue
6/6/2018,6,6,2018,Jun,Jun-18,23,Q2,Wed
6/7/2018,6,7,2018,Jun,Jun-18,23,Q2,Thu
6/8/2018,6,8,2018,Jun,Jun-18,23,Q2,Fri
6/9/2018,6,9,2018,Jun,Jun-18,23,Q2,Sat
6/10/2018,6,10,2018,Jun,Jun-18,24,Q2,Sun
6/11/2018,6,11,2018,Jun,Jun-18,24,Q2,Mon
6/12/2018,6,12,2018,Jun,Jun-18,24,Q2,Tue
6/13/2018,6,13,2018,Jun,Jun-18,24,Q2,Wed
6/14/2018,6,14,2018,Jun,Jun-18,24,Q2,Thu
6/15/2018,6,15,2018,Jun,Jun-18,24,Q2,Fri
6/16/2018,6,16,2018,Jun,Jun-18,24,Q2,Sat
6/17/2018,6,17,2018,Jun,Jun-18,25,Q2,Sun
6/18/2018,6,18,2018,Jun,Jun-18,25,Q2,Mon
6/19/2018,6,19,2018,Jun,Jun-18,25,Q2,Tue
6/20/2018,6,20,2018,Jun,Jun-18,25,Q2,Wed
6/21/2018,6,21,2018,Jun,Jun-18,25,Q2,Thu
6/22/2018,6,22,2018,Jun,Jun-18,25,Q2,Fri
6/23/2018,6,23,2018,Jun,Jun-18,25,Q2,Sat
6/24/2018,6,24,2018,Jun,Jun-18,26,Q2,Sun
6/25/2018,6,25,2018,Jun,Jun-18,26,Q2,Mon
6/26/2018,6,26,2018,Jun,Jun-18,26,Q2,Tue
6/27/2018,6,27,2018,Jun,Jun-18,26,Q2,Wed
6/28/2018,6,28,2018,Jun,Jun-18,26,Q2,Thu
6/29/2018,6,29,2018,Jun,Jun-18,26,Q2,Fri
6/30/2018,6,30,2018,Jun,Jun-18,26,Q2,Sat
7/1/2018,7,1,2018,Jul,Jul-18,27,Q3,Sun
7/2/2018,7,2,2018,Jul,Jul-18,27,Q3,Mon
7/3/2018,7,3,2018,Jul,Jul-18,27,Q3,Tue
7/4/2018,7,4,2018,Jul,Jul-18,27,Q3,Wed
7/5/2018,7,5,2018,Jul,Jul-18,27,Q3,Thu
7/6/2018,7,6,2018,Jul,Jul-18,27,Q3,Fri
7/7/2018,7,7,2018,Jul,Jul-18,27,Q3,Sat
7/8/2018,7,8,2018,Jul,Jul-18,28,Q3,Sun
7/9/2018,7,9,2018,Jul,Jul-18,28,Q3,Mon
7/10/2018,7,10,2018,Jul,Jul-18,28,Q3,Tue
7/11/2018,7,11,2018,Jul,Jul-18,28,Q3,Wed
7/12/2018,7,12,2018,Jul,Jul-18,28,Q3,Thu
7/13/2018,7,13,2018,Jul,Jul-18,28,Q3,Fri
7/14/2018,7,14,2018,Jul,Jul-18,28,Q3,Sat
7/15/2018,7,15,2018,Jul,Jul-18,29,Q3,Sun
7/16/2018,7,16,2018,Jul,Jul-18,29,Q3,Mon
7/17/2018,7,17,2018,Jul,Jul-18,29,Q3,Tue
7/18/2018,7,18,2018,Jul,Jul-18,29,Q3,Wed
7/19/2018,7,19,2018,Jul,Jul-18,29,Q3,Thu
7/20/2018,7,20,2018,Jul,Jul-18,29,Q3,Fri
7/21/2018,7,21,2018,Jul,Jul-18,29,Q3,Sat
7/22/2018,7,22,2018,Jul,Jul-18,30,Q3,Sun
7/23/2018,7,23,2018,Jul,Jul-18,30,Q3,Mon
7/24/2018,7,24,2018,Jul,Jul-18,30,Q3,Tue
7/25/2018,7,25,2018,Jul,Jul-18,30,Q3,Wed
7/26/2018,7,26,2018,Jul,Jul-18,30,Q3,Thu
7/27/2018,7,27,2018,Jul,Jul-18,30,Q3,Fri
7/28/2018,7,28,2018,Jul,Jul-18,30,Q3,Sat
7/29/2018,7,29,2018,Jul,Jul-18,31,Q3,Sun
7/30/2018,7,30,2018,Jul,Jul-18,31,Q3,Mon
7/31/2018,7,31,2018,Jul,Jul-18,31,Q3,Tue
8/1/2018,8,1,2018,Aug,Aug-18,31,Q3,Wed
8/2/2018,8,2,2018,Aug,Aug-18,31,Q3,Thu
8/3/2018,8,3,2018,Aug,Aug-18,31,Q3,Fri
8/4/2018,8,4,2018,Aug,Aug-18,31,Q3,Sat
8/5/2018,8,5,2018,Aug,Aug-18,32,Q3,Sun
8/6/2018,8,6,2018,Aug,Aug-18,32,Q3,Mon
8/7/2018,8,7,2018,Aug,Aug-18,32,Q3,Tue
8/8/2018,8,8,2018,Aug,Aug-18,32,Q3,Wed
8/9/2018,8,9,2018,Aug,Aug-18,32,Q3,Thu
8/10/2018,8,10,2018,Aug,Aug-18,32,Q3,Fri
8/11/2018,8,11,2018,Aug,Aug-18,32,Q3,Sat
8/12/2018,8,12,2018,Aug,Aug-18,33,Q3,Sun
8/13/2018,8,13,2018,Aug,Aug-18,33,Q3,Mon
8/14/2018,8,14,2018,Aug,Aug-18,33,Q3,Tue
8/15/2018,8,15,2018,Aug,Aug-18,33,Q3,Wed
8/16/2018,8,16,2018,Aug,Aug-18,33,Q3,Thu
8/17/2018,8,17,2018,Aug,Aug-18,33,Q3,Fri
8/18/2018,8,18,2018,Aug,Aug-18,33,Q3,Sat
8/19/2018,8,19,2018,Aug,Aug-18,34,Q3,Sun
8/20/2018,8,20,2018,Aug,Aug-18,34,Q3,Mon
8/21/2018,8,21,2018,Aug,Aug-18,34,Q3,Tue
8/22/2018,8,22,2018,Aug,Aug-18,34,Q3,Wed
8/23/2018,8,23,2018,Aug,Aug-18,34,Q3,Thu
8/24/2018,8,24,2018,Aug,Aug-18,34,Q3,Fri
8/25/2018,8,25,2018,Aug,Aug-18,34,Q3,Sat
8/26/2018,8,26,2018,Aug,Aug-18,35,Q3,Sun
8/27/2018,8,27,2018,Aug,Aug-18,35,Q3,Mon
8/28/2018,8,28,2018,Aug,Aug-18,35,Q3,Tue
8/29/2018,8,29,2018,Aug,Aug-18,35,Q3,Wed
8/30/2018,8,30,2018,Aug,Aug-18,35,Q3,Thu
8/31/2018,8,31,2018,Aug,Aug-18,35,Q3,Fri
9/1/2018,9,1,2018,Sep,Sep-18,35,Q3,Sat
9/2/2018,9,2,2018,Sep,Sep-18,36,Q3,Sun
9/3/2018,9,3,2018,Sep,Sep-18,36,Q3,Mon
9/4/2018,9,4,2018,Sep,Sep-18,36,Q3,Tue
9/5/2018,9,5,2018,Sep,Sep-18,36,Q3,Wed
9/6/2018,9,6,2018,Sep,Sep-18,36,Q3,Thu
9/7/2018,9,7,2018,Sep,Sep-18,36,Q3,Fri
9/8/2018,9,8,2018,Sep,Sep-18,36,Q3,Sat
9/9/2018,9,9,2018,Sep,Sep-18,37,Q3,Sun
9/10/2018,9,10,2018,Sep,Sep-18,37,Q3,Mon
9/11/2018,9,11,2018,Sep,Sep-18,37,Q3,Tue
9/12/2018,9,12,2018,Sep,Sep-18,37,Q3,Wed
9/13/2018,9,13,2018,Sep,Sep-18,37,Q3,Thu
9/14/2018,9,14,2018,Sep,Sep-18,37,Q3,Fri
9/15/2018,9,15,2018,Sep,Sep-18,37,Q3,Sat
9/16/2018,9,16,2018,Sep,Sep-18,38,Q3,Sun
9/17/2018,9,17,2018,Sep,Sep-18,38,Q3,Mon
9/18/2018,9,18,2018,Sep,Sep-18,38,Q3,Tue
9/19/2018,9,19,2018,Sep,Sep-18,38,Q3,Wed
9/20/2018,9,20,2018,Sep,Sep-18,38,Q3,Thu
9/21/2018,9,21,2018,Sep,Sep-18,38,Q3,Fri
9/22/2018,9,22,2018,Sep,Sep-18,38,Q3,Sat
9/23/2018,9,23,2018,Sep,Sep-18,39,Q3,Sun
9/24/2018,9,24,2018,Sep,Sep-18,39,Q3,Mon
9/25/2018,9,25,2018,Sep,Sep-18,39,Q3,Tue
9/26/2018,9,26,2018,Sep,Sep-18,39,Q3,Wed
9/27/2018,9,27,2018,Sep,Sep-18,39,Q3,Thu
9/28/2018,9,28,2018,Sep,Sep-18,39,Q3,Fri
9/29/2018,9,29,2018,Sep,Sep-18,39,Q3,Sat
9/30/2018,9,30,2018,Sep,Sep-18,40,Q3,Sun
10/1/2018,10,1,2018,Oct,Oct-18,40,Q4,Mon
10/2/2018,10,2,2018,Oct,Oct-18,40,Q4,Tue
10/3/2018,10,3,2018,Oct,Oct-18,40,Q4,Wed
10/4/2018,10,4,2018,Oct,Oct-18,40,Q4,Thu
10/5/2018,10,5,2018,Oct,Oct-18,40,Q4,Fri
10/6/2018,10,6,2018,Oct,Oct-18,40,Q4,Sat
10/7/2018,10,7,2018,Oct,Oct-18,41,Q4,Sun
10/8/2018,10,8,2018,Oct,Oct-18,41,Q4,Mon
10/9/2018,10,9,2018,Oct,Oct-18,41,Q4,Tue
10/10/2018,10,10,2018,Oct,Oct-18,41,Q4,Wed
10/11/2018,10,11,2018,Oct,Oct-18,41,Q4,Thu
10/12/2018,10,12,2018,Oct,Oct-18,41,Q4,Fri
10/13/2018,10,13,2018,Oct,Oct-18,41,Q4,Sat
10/14/2018,10,14,2018,Oct,Oct-18,42,Q4,Sun
10/15/2018,10,15,2018,Oct,Oct-18,42,Q4,Mon
10/16/2018,10,16,2018,Oct,Oct-18,42,Q4,Tue
10/17/2018,10,17,2018,Oct,Oct-18,42,Q4,Wed
10/18/2018,10,18,2018,Oct,Oct-18,42,Q4,Thu
10/19/2018,10,19,2018,Oct,Oct-18,42,Q4,Fri
10/20/2018,10,20,2018,Oct,Oct-18,42,Q4,Sat
10/21/2018,10,21,2018,Oct,Oct-18,43,Q4,Sun
10/22/2018,10,22,2018,Oct,Oct-18,43,Q4,Mon
10/23/2018,10,23,2018,Oct,Oct-18,43,Q4,Tue
10/24/2018,10,24,2018,Oct,Oct-18,43,Q4,Wed
10/25/2018,10,25,2018,Oct,Oct-18,43,Q4,Thu
10/26/2018,10,26,2018,Oct,Oct-18,43,Q4,Fri
10/27/2018,10,27,2018,Oct,Oct-18,43,Q4,Sat
10/28/2018,10,28,2018,Oct,Oct-18,44,Q4,Sun
10/29/2018,10,29,2018,Oct,Oct-18,44,Q4,Mon
10/30/2018,10,30,2018,Oct,Oct-18,44,Q4,Tue
10/31/2018,10,31,2018,Oct,Oct-18,44,Q4,Wed
11/1/2018,11,1,2018,Nov,Nov-18,44,Q4,Thu
11/2/2018,11,2,2018,Nov,Nov-18,44,Q4,Fri
11/3/2018,11,3,2018,Nov,Nov-18,44,Q4,Sat
11/4/2018,11,4,2018,Nov,Nov-18,45,Q4,Sun
11/5/2018,11,5,2018,Nov,Nov-18,45,Q4,Mon
11/6/2018,11,6,2018,Nov,Nov-18,45,Q4,Tue
11/7/2018,11,7,2018,Nov,Nov-18,45,Q4,Wed
11/8/2018,11,8,2018,Nov,Nov-18,45,Q4,Thu
11/9/2018,11,9,2018,Nov,Nov-18,45,Q4,Fri
11/10/2018,11,10,2018,Nov,Nov-18,45,Q4,Sat
11/11/2018,11,11,2018,Nov,Nov-18,46,Q4,Sun
11/12/2018,11,12,2018,Nov,Nov-18,46,Q4,Mon
11/13/2018,11,13,2018,Nov,Nov-18,46,Q4,Tue
11/14/2018,11,14,2018,Nov,Nov-18,46,Q4,Wed
11/15/2018,11,15,2018,Nov,Nov-18,46,Q4,Thu
11/16/2018,11,16,2018,Nov,Nov-18,46,Q4,Fri
11/17/2018,11,17,2018,Nov,Nov-18,46,Q4,Sat
11/18/2018,11,18,2018,Nov,Nov-18,47,Q4,Sun
11/19/2018,11,19,2018,Nov,Nov-18,47,Q4,Mon
11/20/2018,11,20,2018,Nov,Nov-18,47,Q4,Tue
11/21/2018,11,21,2018,Nov,Nov-18,47,Q4,Wed
11/22/2018,11,22,2018,Nov,Nov-18,47,Q4,Thu
11/23/2018,11,23,2018,Nov,Nov-18,47,Q4,Fri
11/24/2018,11,24,2018,Nov,Nov-18,47,Q4,Sat
11/25/2018,11,25,2018,Nov,Nov-18,48,Q4,Sun
11/26/2018,11,26,2018,Nov,Nov-18,48,Q4,Mon
11/27/2018,11,27,2018,Nov,Nov-18,48,Q4,Tue
11/28/2018,11,28,2018,Nov,Nov-18,48,Q4,Wed
11/29/2018,11,29,2018,Nov,Nov-18,48,Q4,Thu
11/30/2018,11,30,2018,Nov,Nov-18,48,Q4,Fri
12/1/2018,12,1,2018,Dec,Dec-18,48,Q4,Sat
12/2/2018,12,2,2018,Dec,Dec-18,49,Q4,Sun
12/3/2018,12,3,2018,Dec,Dec-18,49,Q4,Mon
12/4/2018,12,4,2018,Dec,Dec-18,49,Q4,Tue
12/5/2018,12,5,2018,Dec,Dec-18,49,Q4,Wed
12/6/2018,12,6,2018,Dec,Dec-18,49,Q4,Thu
12/7/2018,12,7,2018,Dec,Dec-18,49,Q4,Fri
12/8/2018,12,8,2018,Dec,Dec-18,49,Q4,Sat
12/9/2018,12,9,2018,Dec,Dec-18,50,Q4,Sun
12/10/2018,12,10,2018,Dec,Dec-18,50,Q4,Mon
12/11/2018,12,11,2018,Dec,Dec-18,50,Q4,Tue
12/12/2018,12,12,2018,Dec,Dec-18,50,Q4,Wed
12/13/2018,12,13,2018,Dec,Dec-18,50,Q4,Thu
12/14/2018,12,14,2018,Dec,Dec-18,50,Q4,Fri
12/15/2018,12,15,2018,Dec,Dec-18,50,Q4,Sat
12/16/2018,12,16,2018,Dec,Dec-18,51,Q4,Sun
12/17/2018,12,17,2018,Dec,Dec-18,51,Q4,Mon
12/18/2018,12,18,2018,Dec,Dec-18,51,Q4,Tue
12/19/2018,12,19,2018,Dec,Dec-18,51,Q4,Wed
12/20/2018,12,20,2018,Dec,Dec-18,51,Q4,Thu
12/21/2018,12,21,2018,Dec,Dec-18,51,Q4,Fri
12/22/2018,12,22,2018,Dec,Dec-18,51,Q4,Sat
12/23/2018,12,23,2018,Dec,Dec-18,52,Q4,Sun
12/24/2018,12,24,2018,Dec,Dec-18,52,Q4,Mon
12/25/2018,12,25,2018,Dec,Dec-18,52,Q4,Tue
12/26/2018,12,26,2018,Dec,Dec-18,52,Q4,Wed
12/27/2018,12,27,2018,Dec,Dec-18,52,Q4,Thu
12/28/2018,12,28,2018,Dec,Dec-18,52,Q4,Fri
12/29/2018,12,29,2018,Dec,Dec-18,52,Q4,Sat
12/30/2018,12,30,2018,Dec,Dec-18,53,Q4,Sun
12/31/2018,12,31,2018,Dec,Dec-18,53,Q4,Mon
1/1/2019,1,1,2019,Jan,Jan-19,1,Q1,Tue
1/2/2019,1,2,2019,Jan,Jan-19,1,Q1,Wed
1/3/2019,1,3,2019,Jan,Jan-19,1,Q1,Thu
1/4/2019,1,4,2019,Jan,Jan-19,1,Q1,Fri
1/5/2019,1,5,2019,Jan,Jan-19,1,Q1,Sat
1/6/2019,1,6,2019,Jan,Jan-19,2,Q1,Sun
1/7/2019,1,7,2019,Jan,Jan-19,2,Q1,Mon
1/8/2019,1,8,2019,Jan,Jan-19,2,Q1,Tue
1/9/2019,1,9,2019,Jan,Jan-19,2,Q1,Wed
1/10/2019,1,10,2019,Jan,Jan-19,2,Q1,Thu
1/11/2019,1,11,2019,Jan,Jan-19,2,Q1,Fri
1/12/2019,1,12,2019,Jan,Jan-19,2,Q1,Sat
1/13/2019,1,13,2019,Jan,Jan-19,3,Q1,Sun
1/14/2019,1,14,2019,Jan,Jan-19,3,Q1,Mon
1/15/2019,1,15,2019,Jan,Jan-19,3,Q1,Tue
1/16/2019,1,16,2019,Jan,Jan-19,3,Q1,Wed
1/17/2019,1,17,2019,Jan,Jan-19,3,Q1,Thu
1/18/2019,1,18,2019,Jan,Jan-19,3,Q1,Fri
1/19/2019,1,19,2019,Jan,Jan-19,3,Q1,Sat
1/20/2019,1,20,2019,Jan,Jan-19,4,Q1,Sun
1/21/2019,1,21,2019,Jan,Jan-19,4,Q1,Mon
1/22/2019,1,22,2019,Jan,Jan-19,4,Q1,Tue
1/23/2019,1,23,2019,Jan,Jan-19,4,Q1,Wed
1/24/2019,1,24,2019,Jan,Jan-19,4,Q1,Thu
1/25/2019,1,25,2019,Jan,Jan-19,4,Q1,Fri
1/26/2019,1,26,2019,Jan,Jan-19,4,Q1,Sat
1/27/2019,1,27,2019,Jan,Jan-19,5,Q1,Sun
1/28/2019,1,28,2019,Jan,Jan-19,5,Q1,Mon
1/29/2019,1,29,2019,Jan,Jan-19,5,Q1,Tue
1/30/2019,1,30,2019,Jan,Jan-19,5,Q1,Wed
1/31/2019,1,31,2019,Jan,Jan-19,5,Q1,Thu
2/1/2019,2,1,2019,Feb,Feb-19,5,Q1,Fri
2/2/2019,2,2,2019,Feb,Feb-19,5,Q1,Sat
2/3/2019,2,3,2019,Feb,Feb-19,6,Q1,Sun
2/4/2019,2,4,2019,Feb,Feb-19,6,Q1,Mon
2/5/2019,2,5,2019,Feb,Feb-19,6,Q1,Tue
2/6/2019,2,6,2019,Feb,Feb-19,6,Q1,Wed
2/7/2019,2,7,2019,Feb,Feb-19,6,Q1,Thu
2/8/2019,2,8,2019,Feb,Feb-19,6,Q1,Fri
2/9/2019,2,9,2019,Feb,Feb-19,6,Q1,Sat
2/10/2019,2,10,2019,Feb,Feb-19,7,Q1,Sun
2/11/2019,2,11,2019,Feb,Feb-19,7,Q1,Mon
2/12/2019,2,12,2019,Feb,Feb-19,7,Q1,Tue
2/13/2019,2,13,2019,Feb,Feb-19,7,Q1,Wed
2/14/2019,2,14,2019,Feb,Feb-19,7,Q1,Thu
2/15/2019,2,15,2019,Feb,Feb-19,7,Q1,Fri
2/16/2019,2,16,2019,Feb,Feb-19,7,Q1,Sat
2/17/2019,2,17,2019,Feb,Feb-19,8,Q1,Sun
2/18/2019,2,18,2019,Feb,Feb-19,8,Q1,Mon
2/19/2019,2,19,2019,Feb,Feb-19,8,Q1,Tue
2/20/2019,2,20,2019,Feb,Feb-19,8,Q1,Wed
2/21/2019,2,21,2019,Feb,Feb-19,8,Q1,Thu
2/22/2019,2,22,2019,Feb,Feb-19,8,Q1,Fri
2/23/2019,2,23,2019,Feb,Feb-19,8,Q1,Sat
2/24/2019,2,24,2019,Feb,Feb-19,9,Q1,Sun
2/25/2019,2,25,2019,Feb,Feb-19,9,Q1,Mon
2/26/2019,2,26,2019,Feb,Feb-19,9,Q1,Tue
2/27/2019,2,27,2019,Feb,Feb-19,9,Q1,Wed
2/28/2019,2,28,2019,Feb,Feb-19,9,Q1,Thu
3/1/2019,3,1,2019,Mar,Mar-19,9,Q1,Fri
3/2/2019,3,2,2019,Mar,Mar-19,9,Q1,Sat
3/3/2019,3,3,2019,Mar,Mar-19,10,Q1,Sun
3/4/2019,3,4,2019,Mar,Mar-19,10,Q1,Mon
3/5/2019,3,5,2019,Mar,Mar-19,10,Q1,Tue
3/6/2019,3,6,2019,Mar,Mar-19,10,Q1,Wed
3/7/2019,3,7,2019,Mar,Mar-19,10,Q1,Thu
3/8/2019,3,8,2019,Mar,Mar-19,10,Q1,Fri
3/9/2019,3,9,2019,Mar,Mar-19,10,Q1,Sat
3/10/2019,3,10,2019,Mar,Mar-19,11,Q1,Sun
3/11/2019,3,11,2019,Mar,Mar-19,11,Q1,Mon
3/12/2019,3,12,2019,Mar,Mar-19,11,Q1,Tue
3/13/2019,3,13,2019,Mar,Mar-19,11,Q1,Wed
3/14/2019,3,14,2019,Mar,Mar-19,11,Q1,Thu
3/15/2019,3,15,2019,Mar,Mar-19,11,Q1,Fri
3/16/2019,3,16,2019,Mar,Mar-19,11,Q1,Sat
3/17/2019,3,17,2019,Mar,Mar-19,12,Q1,Sun
3/18/2019,3,18,2019,Mar,Mar-19,12,Q1,Mon
3/19/2019,3,19,2019,Mar,Mar-19,12,Q1,Tue
3/20/2019,3,20,2019,Mar,Mar-19,12,Q1,Wed
3/21/2019,3,21,2019,Mar,Mar-19,12,Q1,Thu
3/22/2019,3,22,2019,Mar,Mar-19,12,Q1,Fri
3/23/2019,3,23,2019,Mar,Mar-19,12,Q1,Sat
3/24/2019,3,24,2019,Mar,Mar-19,13,Q1,Sun
3/25/2019,3,25,2019,Mar,Mar-19,13,Q1,Mon
3/26/2019,3,26,2019,Mar,Mar-19,13,Q1,Tue
3/27/2019,3,27,2019,Mar,Mar-19,13,Q1,Wed
3/28/2019,3,28,2019,Mar,Mar-19,13,Q1,Thu
3/29/2019,3,29,2019,Mar,Mar-19,13,Q1,Fri
3/30/2019,3,30,2019,Mar,Mar-19,13,Q1,Sat
3/31/2019,3,31,2019,Mar,Mar-19,14,Q1,Sun
4/1/2019,4,1,2019,Apr,Apr-19,14,Q2,Mon
4/2/2019,4,2,2019,Apr,Apr-19,14,Q2,Tue
4/3/2019,4,3,2019,Apr,Apr-19,14,Q2,Wed
4/4/2019,4,4,2019,Apr,Apr-19,14,Q2,Thu
4/5/2019,4,5,2019,Apr,Apr-19,14,Q2,Fri
4/6/2019,4,6,2019,Apr,Apr-19,14,Q2,Sat
